id_song,date,points,lyrics
388,2018-04-14,2000 €,Et les gens autour
388,2018-04-14,5000 €,Par l'avoir cette danseuse ridicule
388,2018-04-14,10000 €,Je vais pas trembler devant ce pantin ce minus
388,2018-04-14,20000 €,Tourner comme un soleil ce soir la femme du torero dormira sur ses deux oreilles
388,2018-05-07,50 points,Dans mon cou pour que je m'incline
388,2018-06-01,1000 €,Le verrou
388,2018-06-01,2000 €,Fallait seulement se défendre
388,2018-06-01,5000 €,Souviens les prairies bordées de cactus
388,2018-06-01,10000 €,Et son chapeau les faire tourner comme un soleil
388,2018-06-01,20000 €,Presque touché leurs ballerines ils ont frappé fort dans mon cou pour que je m'incline
388,2019-07-26,1000 €,Chambre noire
388,2019-07-26,2000 €,Vers le grand jour
388,2019-07-26,5000 €,Est sans issue je commence à comprendre
388,2019-07-26,10000 €,Andalousie je me souviens les prairies bordées de cactus
388,2019-07-26,20000 €,Presque touché leurs ballerines ils ont frappé fort dans mon cou pour que je m'incline
388,2020-12-05,20 points,Cette danseuse ridicule
388,2021-07-04,50 points,"Je vais pas trembler devant ce pantin, ce minus"
388,2022-01-25,40 points,Les faire tourner comme un soleil
389,2015-08-24,50 points,Dans la neige autour de son chalet de bois
389,2017-01-21,50 points,Et peut être mon chien s'il est encore là
389,2017-08-04,50 points,Les sapins blancs juste quand elle frappe des doigts
389,2018-03-14,50 points,Tout écrit quand je n'aurai plus ma place
389,2018-05-22,50 points,Et peut être mon chien s'il est encore là
389,2018-08-14,50 points,De me jeter sur le premier Jésus-Christ qui passe
389,2019-06-08,40 points,Quand je n'aurai plus ma place
389,2020-02-04,50 points,Les sapins blancs juste quand elle frappe des doigts
389,2020-08-22,40 points,Quand je n'aurai plus ma place
389,2021-03-19,40 points,Mon chien s’il est encore là
389,2021-08-30,50 points,Les sapins blancs juste quand elle frappe des doigts
389,2021-12-10,50 points,D'un métier où tu marches où tu crèves
389,2022-03-01,50 points,Y a des guirlandes qui pendent du toit
389,2022-04-23,50 points,Que les cris inhumains d'une meute aux abois
390,2014-01-16,30 points,Qui me l'a dicté
390,2014-04-17,1000 €,pour eux
390,2014-04-17,2000 €,Venise et de liberté
390,2014-04-17,5000 €,sourire qui me l'a dicté
390,2018-08-18,1000 €,pour eux
390,2018-08-18,2000 €,que tu portais des chaînes
390,2018-08-18,5000 €,on rêvait de Venise et de liberté
390,2018-08-18,10000 €,Écrire c'est ton sourire qui me l'a dicté
390,2018-09-29,30 points,Où le soleil se lève
390,2020-01-30,50 points,Toujours du côté où le soleil se lève
390,2021-01-25,30 points,Marcher dans mes rêves
390,2022-01-04,30 points,Où le soleil[1] se lève
392,2016-11-18,50 points,De naguère tout drapés de diamants et de feu
392,2018-03-19,40 points,Il a même demandé à Dieu
392,2018-08-02,30 points,Entière de ses aïeux
392,2018-12-21,1000 €,autre milieu
392,2018-12-21,2000 €,et j'irai trouver mieux
392,2018-12-21,5000 €,douce lumière du soir près du feu
392,2018-12-21,10000 €,de la Terre il a même demandé à Dieu
392,2018-12-21,20000 €,trouvé mieux il a croisé les rois de Naguère tout drapés de diamants et de feu
392,2020-03-10,20 points,De ses aïeux
392,2021-03-15,40 points,Tout drapés de diamants et de feu
392,2021-08-20,20 points,Près du feu
392,2021-11-23,20 points,Tordu au milieu
392,2022-03-05,30 points,Entière de ses aïeux
393,2019-06-25,10 points,En couleur
393,2019-12-10,30 points,Le monde qui s'incline
393,2021-11-13,20 points,Pris aux antennes
394,2013-03-29,1000 €,De roses
394,2013-03-29,2000 €,Parlent que de toi
394,2013-03-29,5000 €,Sous une tuile de ton toit
394,2017-06-19,40 points,Sous une tuile de ton toit
394,2018-10-08,50 points,La ballade que j'avais écrite pour toi
394,2018-11-05,20 points,Que de toi
394,2018-12-14,1000 €,Petites manies
394,2018-12-14,2000 €,Dix mille ans de ça
394,2018-12-14,5000 €,Ses mains sur un morceau de bois
394,2018-12-14,10000 €,Je t'attends transi sous une tuile de ton toit
394,2018-12-14,20000 €,Au soleil de Floride moi mes poches sont vides et mes yeux pleurent de froid
394,2019-07-18,30 points,Ne parlent que de toi
394,2020-12-24,20 points,Morceau de bois
394,2021-03-29,1000 €,De roses
394,2021-03-29,2000 €,Retrouve à l'abri
394,2021-03-29,5000 €,Que j'avais écrite pour toi
394,2021-03-29,10000 €,Mes poches sont vides et mes yeux pleurent de froid
394,2021-03-29,20000 €,De ta rue petite Marie m'entends-tu je n'attends plus que toi pour partir
394,2021-09-30,20 points,Le ciel autour
394,2022-03-23,40 points,Que j'avais écrite pour toi
396,2016-04-01,50 points,Pas besoin de phrases ni de longs discours
396,2017-01-21,40 points,Tout dedans ça change tout autour
396,2017-09-27,1000 €,Le velours
396,2017-09-27,2000 €,Autre éclat depuis toi
396,2018-04-17,30 points,Les matins paupières en panne
396,2019-09-21,1000 €,De femme
396,2019-09-21,2000 €,Autre éclat depuis toi
396,2019-09-21,5000 €,Comme le roseau de la sarbacane
396,2019-09-21,10000 €,Discours ça change tout dedans ça change tout autour
396,2019-09-21,20000 €,Pourvu que jamais tu ne t'éloignes plus loin qu'un jet de sarbacane
396,2020-04-25,1000 €,De femme
396,2020-04-25,2000 €,Autre éclat depuis toi
396,2020-04-25,5000 €,Comme le roseau de la sarbacane
396,2020-04-25,10000 €,Discours ça change tout dedans ça change tout autour
396,2020-04-25,20000 €,Pourvu que jamais tu ne t'éloignes plus loin qu'un jet de sarbacane
396,2020-05-22,40 points,S'est ouvert par endroits depuis toi
396,2020-07-31,50 points,Et que tout s'éclaire sur mon parcours
396,2020-11-20,50 points,Pas de besoin de phrases ni de longs discours
396,2021-04-07,1000 €,Le velours
396,2021-04-07,2000 €,Autre éclat depuis toi
396,2021-09-25,50 points,Comme une liane comme le roseau de la sarbacane
396,2022-03-15,50 points,Et que tout s'éclaire sur mon parcours
396,2022-06-01,30 points,Ça change tout dedans
397,2021-02-18,1000 €,L'usine
399,2017-01-20,20 points,Par les pieds
399,2017-09-26,1000 €,Qui sonne
399,2018-08-18,20 points,Par les pieds
399,2021-04-19,1000 €,Ma vie
399,2021-06-24,50 points,Fleur qui va naître vous racontera mon chagrin
400,2016-01-13,20 points,Sous mes doigts
400,2017-08-04,50 points,Comme devant un oignon je pleure arrêtons là
400,2018-07-26,1000 €,le dessert
400,2018-07-26,2000 €,regarde et je pleure
400,2018-07-26,5000 €,comme devant un oignon je pleure
400,2018-07-26,10000 €,mouche pas dans ma robe pas cette fois relève toi
400,2018-07-26,20000 €,de la tombe de notre amour elle m'a dit ça son sang était froid
400,2019-01-14,40 points,Je pleure à gros bouillons je pleure
400,2020-08-07,1000 €,De revolver
400,2020-08-07,2000 €,Cadavre à la mer
400,2020-08-07,5000 €,Pleure juste pour rien comme ça
400,2020-08-19,20 points,Sous mes doigts
400,2020-12-29,1000 €,L'air
400,2020-12-29,2000 €,Cadavre à la mer
400,2020-12-29,5000 €,Pleure juste pour rien comme ça
400,2020-12-29,10000 €,Mouche pas dans ma robe pas cette fois relève toi
400,2020-12-29,20000 €,Et je ne vois rien tes pas ne laissent plus de traces à côté des miens
400,2021-12-05,20 points,Et je pleure
401,2018-09-19,1000 €,Un vampire
401,2018-09-19,2000 €,Que c'était foutu
401,2018-09-19,5000 €,S'éloigne j'entends ces cris encore
401,2018-09-19,10000 €,Alors je selle ma monture je repars à l'aventure
401,2019-10-21,1000 €,Du plaisir
401,2020-01-07,40 points,J'ai précipité le capitaine par-dessus bord
401,2021-12-11,20 points,C'est fini
401,2021-12-27,1000 €,Un vampire
401,2021-12-27,2000 €,Que c'est fini
401,2021-12-27,5000 €,J'ai précipité le capitaine par-dessus bord
401,2021-12-27,10000 €,Alors je selle ma monture je repars à l'aventure
401,2022-04-19,30 points,Je sais qui je suis
402,2020-10-24,1000 €,Je rembobine
402,2021-08-12,1000 €,Les cassettes
402,2021-08-12,2000 €,C'était les States
402,2021-08-12,5000 €,Certains jours dans lesquels je me jette
403,2013-02-22,10 points,Je crois
403,2016-02-09,1000 €,Te garder
403,2016-02-09,2000 €,Ce qui pourrait arriver
403,2016-02-09,5000 €,T'accrocher mais sans barreaux te garder
403,2016-02-09,10000 €,Pas à cette envie viens contre tout contre moi
403,2016-02-09,20000 €,Je le suis sans garde-fou et rester j'ai fait le vœu de te garder
403,2017-11-17,30 points,Viens contre tout contre moi
403,2018-12-20,50 points,T'engager comme avec toi je le suis
403,2019-08-06,40 points,T'accrocher mais sans barreaux te garder
403,2020-01-25,40 points,Te laisserai sur ma peau te tatouer
403,2020-07-16,1000 €,Tu voudras
403,2020-07-16,2000 €,Tu es comme je crois
403,2020-09-29,1000 €,T'imposer
403,2020-09-29,2000 €,Peut simplement te garder
403,2020-09-29,5000 €,Me bouleverser ce qui pourrait arriver
403,2020-09-29,10000 €,Mon anneau t'accrocher mais sans barreaux te garder
403,2021-01-13,50 points,T'engager comme avec toi je le suis
403,2022-08-03,1000 €,Tu voudras
403,2022-08-03,2000 €,Aussi libres qu'on soit
403,2022-08-03,5000 €,De me bouleverser ce qui pourrait arriver
405,2021-11-18,1000 €,De villas
405,2021-11-18,2000 €,Je crois tu vois
405,2021-11-18,5000 €,Comme on aime à quinze ans
405,2021-11-18,10000 €,Est venu avec la rentrée et ses lumières mandarines
405,2021-11-18,20000 €,Mais là derrière les glycines c'était bien sa voix qui parlait qui riait de moi
406,2015-06-24,1000 €,Nos heures
406,2015-06-24,2000 €,De pacotille princes démunis
406,2015-06-24,5000 €,L'ait prédit amours impossibles défaites ironies
406,2015-09-10,50 points,Tout s'allume quand tout enfin nous sourit
406,2015-12-01,1000 €,Nos vies
406,2016-05-31,40 points,Qu'une île un port un parti
406,2018-06-26,20 points,Nos rêves fuient
406,2019-09-09,20 points,Port un parti
406,2020-04-13,20 points,Port un parti
406,2020-06-04,40 points,Gloire fête symphonie bravo bijoux frénésie
406,2020-08-06,50 points,Enfin nous sourire gloire fête bravo bijoux frénésie
406,2020-08-26,30 points,Quand même nos rêves fuient
406,2021-08-22,40 points,Qu'une île un port un parti
406,2022-02-17,20 points,Ou d'amnésie
407,2013-11-01,40 points,Que rien n'arrête le voyage
407,2015-06-16,50 points,Sur les étages pourvu que rien n'arrête le voyage
407,2015-08-27,30 points,Au bord des yeux
407,2016-10-25,50 points,Les étapes pourvu que rien n'arrête le voyage
407,2017-01-19,40 points,Le cœur juste au bord des yeux
407,2018-02-04,50 points,J'ai le cœur juste au bord des yeux
407,2018-06-07,50 points,Je sens la chaleur d'un autre langage
407,2019-04-15,50 points,J'ai le cœur juste au bord des yeux
407,2020-06-27,50 points,"Les étages, pourvu que rien n'arrête le voyage"
407,2020-08-21,50 points,J'ai le cœur juste au bord des yeux
407,2020-11-26,50 points,Je suis en tête à tête avec un ange
407,2021-03-15,50 points,Je sens la chaleur d'un autre langage
407,2021-09-10,50 points,J'ai le cœur juste au bord des yeux
407,2022-01-27,40 points,Pourvu que rien n'arrête le voyage
407,2022-11-04,40 points,En tête à tête avec un ange
408,2016-12-02,20 points,Mon dernier rêve
408,2018-08-15,40 points,J'ai beaucoup de rêves lointains
408,2019-09-21,20 points,Je me relève
408,2019-12-10,30 points,Et tous deux déçus
408,2020-04-08,30 points,Qui n'peuvent pleurer
408,2020-04-25,20 points,Je me relève
408,2021-04-16,20 points,Mon dernier rêve
408,2021-05-25,20 points,Je me relève
408,2021-06-29,1000 €,Pour Hugo
408,2022-02-23,30 points,Et tous deux déçus
409,2017-11-14,20 points,La basse électrique
409,2018-05-24,50 points,Pour vous mais moi ça tempère mes tempêtes
409,2018-09-08,50 points,Ça tempère mes tempêtes quand je perds mes repères
409,2019-09-04,50 points,C'est comme un volcan dans ma tête
409,2019-12-09,50 points,Ça tempère mes tempêtes quand je perds mes repères
409,2020-01-12,50 points,Je ne pense qu'à ça quatre trois deux un
409,2020-02-21,50 points,Mais moi ça tempère mes tempêtes
409,2020-04-16,50 points,Ça tempère mes tempêtes quand je perds mes repères
409,2021-09-27,30 points,Je branche ma guitare électrique
409,2021-12-20,50 points,C'est comme un volcan dans ma tête
409,2022-03-03,40 points,Mes tempêtes quand je perds mes repères
410,2020-12-26,1000 €,le ciel
410,2020-12-26,2000 €,au-dessus de sa maison
410,2020-12-26,5000 €,sa mère dessinée à la craie
410,2020-12-26,10000 €,perdu au fond de sa classe il s'emmêle
410,2020-12-26,20000 €,prend pas d'S des câlins il en voudrait tellement ne serait-ce qu'un par an
410,2021-08-05,20 points,À la craie
410,2021-09-20,30 points,À partir d'un portrait
410,2022-01-31,1000 €,du miel
410,2022-03-28,20 points,Trait pour trait
411,2022-04-25,1000 €,Dimanche imprévu
412,2016-04-01,30 points,N'est pas vraiment réelle
412,2016-10-11,50 points,Ma déesse elle n'est pas vraiment réelle
412,2017-03-04,40 points,Machine ne peut que faire semblant
412,2017-09-19,50 points,Ma déesse elle n'est pas vraiment réelle
412,2017-11-20,50 points,M'écrit mais mon écran formate les sentiments
412,2018-03-13,50 points,Qu'une machine ne peut que faire semblant
412,2018-04-14,50 points,Qu'une machine ne peut que faire semblant
412,2018-05-04,50 points,M'écrit mais mon écran formate les sentiments
412,2018-07-06,50 points,Ma déesse elle n'est pas vraiment réelle
412,2018-07-13,40 points,Machine ne peut que faire semblant
412,2018-12-29,40 points,Mais mon écran formate les sentiments
412,2019-07-29,50 points,Ma déesse elle n'est pas vraiment réelle
412,2019-10-10,50 points,Qu'une machine ne peut que faire smblant
412,2020-08-07,50 points,Qu'une machine ne peut que faire semblant
412,2020-08-29,30 points,Le vice et le virtuel
412,2020-11-14,40 points,Elle n'est pas vraiment réelle
412,2021-05-04,50 points,M'écrit mais mon écran formate les sentiments
412,2021-05-28,30 points,Ne peut que faire semblant
412,2021-08-09,50 points,D'amour téléchargé un peu d'amour à sauver
412,2022-01-20,20 points,Tout un programme
412,2022-03-15,20 points,Et une femme
413,2016-08-29,30 points,À ce qu'on est
413,2016-11-16,40 points,Sera trois le manque et nous
413,2017-07-04,40 points,Qu'on aille on sera trois
413,2018-02-08,30 points,Avoir peur de revenir
413,2018-05-03,40 points,Qu'on aille on sera trois
413,2018-08-19,20 points,Qu'on fait
413,2019-11-28,30 points,Avoir droit de devenir
413,2020-09-16,50 points,Manque de ce qui fait ce qu'on est
413,2021-01-26,40 points,Qu’on aille on sera trois
413,2021-05-19,30 points,Avoir droit de devenir
413,2021-08-18,40 points,"On sera trois, le manque et nous"
413,2021-12-29,20 points,S'en aille
414,2013-03-27,50 points,Manquer d'amour n'est pas un crime
414,2016-05-08,1000 €,du ciel
414,2016-05-08,2000 €,le silence qui l'entoure
414,2018-04-19,1000 €,Du ciel
414,2018-04-19,2000 €,Le silence qui l'entoure
414,2018-04-19,5000 €,Que j'arrête pas d'y penser
414,2018-04-19,10000 €,Un crime j'ai qu'une prière à lui adresser
414,2018-04-19,20000 €,"Qu'à part ça tout va bien, à part d'un père je ne manque de rien"
414,2018-07-26,30 points,N'est pas un crime
414,2020-10-13,50 points,Un autre monde je m'accroche tous les jours
414,2021-01-10,20 points,D'y penser
414,2022-02-14,10 points,Un signe
415,2018-01-31,20 points,Et le sens
415,2018-07-20,40 points,Perdu l'existence et le sens
415,2018-12-27,10 points,Les cinémas
415,2019-10-17,40 points,Mis ça la guerre dans nos quartiers
415,2020-03-03,40 points,Mis ça la guerre dans nos quartiers
415,2020-03-11,50 points,Dans nos quartiers l'abandon l'ennui la télé
415,2021-02-03,30 points,S’est arrêtée là
415,2021-04-11,50 points,Des couteaux de combat dans les mains des gamins
415,2021-04-30,1000 €,plus fort
415,2021-04-30,2000 €,les cafés les cinémas
415,2021-04-30,5000 €,perdu l'existence et le sens
415,2021-04-30,10000 €,qui a mis ça la guerre dans nos quartiers
415,2021-04-30,20000 €,de combat dans les mains des gamins pour un regard en croix c'est la fin
416,2016-07-01,30 points,Je t'emmène avec moi
416,2016-11-23,40 points,Joie pareille ni sentiment plus grand
416,2017-09-27,40 points,Peut en chacun réveiller un volcan
416,2018-02-28,30 points,Ni sentiment plus grand
416,2018-05-16,50 points,Sans nulle autre joie pareille ni sentiment plus grand
416,2019-07-21,50 points,Sans nulle autre joie pareille ni sentiment plus grand
416,2019-09-18,50 points,Chacun réveiller un volcan pour qui l'entend
416,2019-10-22,30 points,Dans le cœur des enfants
416,2020-04-22,50 points,Chacun réveiller un volcan pour qui l'entend
416,2020-05-19,30 points,Dans le cœur des enfants
416,2020-10-01,40 points,Joie pareille ni sentiment plus grand
416,2020-10-08,1000 €,Se consume
416,2020-10-08,2000 €,Chemin de ton chemin
